Sample	Population	Source	Haplotype	Sample_hap	x1	x2
NA19056	Japanese	1000G	0	NA19056_H1	47.02252437743382	64.96095899299507
NA19056	Japanese	1000G	1	NA19056_H2	46.9897949481987	62.587700011517995
NA19057	Japanese	1000G	0	NA19057_H1	47.172077839853024	64.74172924817518
NA19057	Japanese	1000G	1	NA19057_H2	48.72631857199702	64.01232748261756
NA19058	Japanese	1000G	0	NA19058_H1	46.8557295670275	64.3035899845485
NA19058	Japanese	1000G	1	NA19058_H2	47.363203332540245	66.33763094932009
NA19059	Japanese	1000G	0	NA19059_H1	48.720221363163226	65.41466350027122
NA19059	Japanese	1000G	1	NA19059_H2	47.6166009574656	63.44121375053042
NA19060	Japanese	1000G	0	NA19060_H1	46.99315849269053	65.26666987358217
NA19060	Japanese	1000G	1	NA19060_H2	48.032408289112816	64.22078264445445
NA19062	Japanese	1000G	0	NA19062_H1	46.71304100551364	64.06941514626813
NA19062	Japanese	1000G	1	NA19062_H2	46.895758586546656	66.89475039789394
NA19063	Japanese	1000G	0	NA19063_H1	46.70153280502476	65.88202287091326
NA19063	Japanese	1000G	1	NA19063_H2	47.97415011255779	65.18287952961106
NA19064	Japanese	1000G	0	NA19064_H1	46.739819406379276	65.6076203290637
NA19064	Japanese	1000G	1	NA19064_H2	47.34558828544227	66.56103003970786
NA19065	Japanese	1000G	0	NA19065_H1	46.467430845932874	65.29497309945235
NA19065	Japanese	1000G	1	NA19065_H2	47.69559840749101	64.02250574465978
NA19066	Japanese	1000G	0	NA19066_H1	47.529996034921076	65.1378147976784
NA19066	Japanese	1000G	1	NA19066_H2	46.79459088530455	65.32405909649036
NA19067	Japanese	1000G	0	NA19067_H1	47.41313332390977	67.35695819593934
NA19067	Japanese	1000G	1	NA19067_H2	47.071096052926045	65.93704980317304
NA19068	Japanese	1000G	0	NA19068_H1	47.52653934422792	66.31761863948026
NA19068	Japanese	1000G	1	NA19068_H2	48.50378362461279	64.98022863366076
NA19070	Japanese	1000G	0	NA19070_H1	47.21606985812752	64.97866420284613
NA19070	Japanese	1000G	1	NA19070_H2	47.299580568398675	64.51457950281586
NA19072	Japanese	1000G	0	NA19072_H1	47.30662584600454	64.05770066764562
NA19072	Japanese	1000G	1	NA19072_H2	47.777693573656954	66.3965245683611
NA19074	Japanese	1000G	0	NA19074_H1	47.0436459864868	65.58321281069104
NA19074	Japanese	1000G	1	NA19074_H2	48.12529216128676	66.52722454252633
NA19075	Japanese	1000G	0	NA19075_H1	47.77736268969493	64.41060346368096
NA19075	Japanese	1000G	1	NA19075_H2	48.20243634489787	64.66024425185377
NA19076	Japanese	1000G	0	NA19076_H1	47.65952569422043	64.80213804300558
NA19076	Japanese	1000G	1	NA19076_H2	49.13673616017817	63.276846034880606
NA19077	Japanese	1000G	0	NA19077_H1	47.283490569313976	64.76837182258838
NA19077	Japanese	1000G	1	NA19077_H2	48.316457160869426	66.14732186845147
NA19078	Japanese	1000G	0	NA19078_H1	48.11906223665769	64.37169090353939
NA19078	Japanese	1000G	1	NA19078_H2	47.35841025367893	65.07661530529393
NA19079	Japanese	1000G	0	NA19079_H1	46.78027717742314	66.33118780289684
NA19079	Japanese	1000G	1	NA19079_H2	47.30356183088954	66.4998646244926
NA19080	Japanese	1000G	0	NA19080_H1	47.19714799524248	66.31687229337174
NA19080	Japanese	1000G	1	NA19080_H2	47.11353443213584	65.78137075910965
NA19081	Japanese	1000G	0	NA19081_H1	46.82953656201304	65.80379878641195
NA19081	Japanese	1000G	1	NA19081_H2	47.67411217782966	63.851850361392664
NA19082	Japanese	1000G	0	NA19082_H1	46.61433837163117	66.62119146469783
NA19082	Japanese	1000G	1	NA19082_H2	47.60633024816088	64.59892824982346
NA19083	Japanese	1000G	0	NA19083_H1	45.56036382777659	64.0093393649286
NA19083	Japanese	1000G	1	NA19083_H2	47.746434716295305	65.27041579408888
NA19084	Japanese	1000G	0	NA19084_H1	48.194871284398225	65.42749554229205
NA19084	Japanese	1000G	1	NA19084_H2	47.585687642694445	64.992625530504
NA19085	Japanese	1000G	0	NA19085_H1	47.88588561853957	64.57140235073385
NA19085	Japanese	1000G	1	NA19085_H2	46.759436152294604	64.0488811467565
NA19086	Japanese	1000G	0	NA19086_H1	47.582404454561065	65.4541239125251
NA19086	Japanese	1000G	1	NA19086_H2	47.14053727703121	65.57443614341715
NA19088	Japanese	1000G	0	NA19088_H1	47.17309215203455	66.02414765054303
NA19088	Japanese	1000G	1	NA19088_H2	47.17686299473622	65.81033603555827
NA19089	Japanese	1000G	0	NA19089_H1	47.0951989742133	65.18708229634848
NA19089	Japanese	1000G	1	NA19089_H2	46.34539089839469	64.21450901073936
NA19090	Japanese	1000G	0	NA19090_H1	46.90327142625072	65.31996117242439
NA19090	Japanese	1000G	1	NA19090_H2	47.34589574506486	65.60252228433309
NA19091	Japanese	1000G	0	NA19091_H1	47.508463493535	65.87517671661949
NA19091	Japanese	1000G	1	NA19091_H2	46.836588086451975	64.85476505057703
NA19092	Yoruba	1000G	0	NA19092_H1	-112.27196575957808	11.087362630427318
NA19092	Yoruba	1000G	1	NA19092_H2	-112.44283132254137	11.210286372043196
NA19093	Yoruba	1000G	0	NA19093_H1	-111.64114512130314	11.565227280901151
NA19093	Yoruba	1000G	1	NA19093_H2	-111.25065837530954	10.511616814815984
NA19095	Yoruba	1000G	0	NA19095_H1	-112.64449529334468	10.641200187181763
NA19095	Yoruba	1000G	1	NA19095_H2	-112.79931152119241	11.035648062388095
NA19096	Yoruba	1000G	0	NA19096_H1	-112.14524690653818	11.09934961802593
NA19096	Yoruba	1000G	1	NA19096_H2	-112.32127897077947	10.648737011800105
NA19098	Yoruba	1000G	0	NA19098_H1	-113.3752728732928	10.765198007817052
NA19098	Yoruba	1000G	1	NA19098_H2	-110.2168472215979	9.522940283181551
NA19099	Yoruba	1000G	0	NA19099_H1	-113.22703114547858	10.552360779249181
NA19099	Yoruba	1000G	1	NA19099_H2	-112.32471621847495	9.568153464020146
NA19102	Yoruba	1000G	0	NA19102_H1	-112.93715343116071	11.452832937756352
NA19102	Yoruba	1000G	1	NA19102_H2	-112.3445071024893	9.780407786759984
NA19107	Yoruba	1000G	0	NA19107_H1	-111.73757414961099	9.754964052990584
NA19107	Yoruba	1000G	1	NA19107_H2	-111.84219061975466	9.673744819413965
NA19108	Yoruba	1000G	0	NA19108_H1	-112.3038609868222	9.646456677805862
NA19108	Yoruba	1000G	1	NA19108_H2	-112.80415678720334	10.999207666446953
NA19113	Yoruba	1000G	0	NA19113_H1	-112.5093952578923	11.116660639151885
NA19113	Yoruba	1000G	1	NA19113_H2	-112.30163870729814	11.003534554015719
NA19114	Yoruba	1000G	0	NA19114_H1	-111.81944912190983	10.946358881253811
NA19114	Yoruba	1000G	1	NA19114_H2	-112.85991494762678	8.96390888163361
NA19116	Yoruba	1000G	0	NA19116_H1	-113.65428150314452	10.348115267349012
NA19116	Yoruba	1000G	1	NA19116_H2	-112.75391559344303	10.595125647216388
NA19117	Yoruba	1000G	0	NA19117_H1	-113.3744360849216	11.057928332946727
NA19117	Yoruba	1000G	1	NA19117_H2	-112.67766551178264	9.82714660021826
NA19118	Yoruba	1000G	0	NA19118_H1	-110.20826236931072	10.276825634544718
NA19118	Yoruba	1000G	1	NA19118_H2	-109.07938619736177	8.164393900528164
NA19119	Yoruba	1000G	0	NA19119_H1	-113.44657712104134	10.623597231412528
NA19119	Yoruba	1000G	1	NA19119_H2	-112.27151893813652	10.343907672647763
NA19121	Yoruba	1000G	0	NA19121_H1	-112.96638861999054	11.0943905893843
NA19121	Yoruba	1000G	1	NA19121_H2	-111.89721274676168	10.63720564601753
NA19130	Yoruba	1000G	0	NA19130_H1	-112.04568564782991	9.901911296595781
NA19130	Yoruba	1000G	1	NA19130_H2	-112.65532340316906	11.03204621879279
NA19131	Yoruba	1000G	0	NA19131_H1	-113.0211435306403	10.213545211652903
NA19131	Yoruba	1000G	1	NA19131_H2	-113.51262853897282	10.345208932198329
NA19137	Yoruba	1000G	0	NA19137_H1	-113.68448625336416	9.574124044967977
NA19137	Yoruba	1000G	1	NA19137_H2	-112.26107530216782	9.935143100970446
NA19138	Yoruba	1000G	0	NA19138_H1	-112.96155305218741	10.237320063170888
NA19138	Yoruba	1000G	1	NA19138_H2	-112.95996970875933	10.087912038023727
NA19141	Yoruba	1000G	0	NA19141_H1	-113.30648098490639	11.445332599019661
NA19141	Yoruba	1000G	1	NA19141_H2	-111.63943245444185	10.323594327628715
NA19143	Yoruba	1000G	0	NA19143_H1	-113.43290177828248	10.520478576158826
NA19143	Yoruba	1000G	1	NA19143_H2	-112.3280293176426	9.464272398177489
NA19144	Yoruba	1000G	0	NA19144_H1	-111.72333509620213	10.502884378433262
NA19144	Yoruba	1000G	1	NA19144_H2	-114.02604053569664	10.662259259176988
NA19146	Yoruba	1000G	0	NA19146_H1	-112.4766172044688	10.751934593866924
NA19146	Yoruba	1000G	1	NA19146_H2	-112.66919969021717	10.46017062609457
NA19147	Yoruba	1000G	0	NA19147_H1	-112.03500836230427	11.504350259539333
NA19147	Yoruba	1000G	1	NA19147_H2	-113.94222332714659	10.034106198102958
NA19149	Yoruba	1000G	0	NA19149_H1	-113.74811860977621	10.552196713195986
NA19149	Yoruba	1000G	1	NA19149_H2	-114.92063904106789	11.221648162168972
NA19152	Yoruba	1000G	0	NA19152_H1	-112.3150620767563	10.767079738290708
NA19152	Yoruba	1000G	1	NA19152_H2	-111.50866927164122	11.4620232829112
NA19153	Yoruba	1000G	0	NA19153_H1	-113.09866833821067	10.03030289882837
NA19153	Yoruba	1000G	1	NA19153_H2	-113.08427997207721	10.928992033856712
NA19160	Yoruba	1000G	0	NA19160_H1	-112.1859143653148	11.091861762595858
NA19160	Yoruba	1000G	1	NA19160_H2	-113.5136581999954	10.400427146008386
NA19171	Yoruba	1000G	0	NA19171_H1	-110.79843871596418	10.10556283403631
NA19171	Yoruba	1000G	1	NA19171_H2	-113.03621911750315	10.40037620560619
NA19172	Yoruba	1000G	0	NA19172_H1	-113.68483320277298	9.688892095126175
NA19172	Yoruba	1000G	1	NA19172_H2	-111.83833646936915	10.5780681117248
NA19175	Yoruba	1000G	0	NA19175_H1	-112.95472114701153	10.20588209460998
NA19175	Yoruba	1000G	1	NA19175_H2	-112.89745448311044	10.253370144219875
NA19189	Yoruba	1000G	0	NA19189_H1	-112.65010365626048	10.643065389272142
NA19189	Yoruba	1000G	1	NA19189_H2	-112.1444456810915	9.041220904263884
NA19190	Yoruba	1000G	0	NA19190_H1	-112.05621885849948	10.618716759739929
NA19190	Yoruba	1000G	1	NA19190_H2	-112.21631849224161	11.407613721810865
NA19198	Yoruba	1000G	0	NA19198_H1	-112.49060310717229	10.357031366801547
NA19198	Yoruba	1000G	1	NA19198_H2	-112.51073629178128	10.504731888185109
NA19200	Yoruba	1000G	0	NA19200_H1	-112.99625628886628	10.734806804499645
NA19200	Yoruba	1000G	1	NA19200_H2	-111.86433828686086	10.817890022243244
NA19201	Yoruba	1000G	0	NA19201_H1	-113.91586557188856	9.586358194335329
NA19201	Yoruba	1000G	1	NA19201_H2	-113.46947677467756	10.440479404517209
NA19204	Yoruba	1000G	0	NA19204_H1	-111.11799542784493	10.361416035747727
NA19204	Yoruba	1000G	1	NA19204_H2	-112.37209301944466	11.017335979084141
NA19206	Yoruba	1000G	0	NA19206_H1	-113.85349950912558	10.600704004194714
NA19206	Yoruba	1000G	1	NA19206_H2	-111.51966348574436	10.624953844454215
NA19207	Yoruba	1000G	0	NA19207_H1	-113.1976944602145	10.737135232563762
NA19207	Yoruba	1000G	1	NA19207_H2	-112.4050146961917	11.529527633270884
NA19209	Yoruba	1000G	0	NA19209_H1	-112.82373881957128	11.200934470595794
NA19209	Yoruba	1000G	1	NA19209_H2	-112.37771819598547	10.717522321772766
NA19210	Yoruba	1000G	0	NA19210_H1	-114.49501936024745	9.67189982892386
NA19210	Yoruba	1000G	1	NA19210_H2	-112.19363368852856	10.05570707496246
NA19213	Yoruba	1000G	0	NA19213_H1	-111.43841576421468	10.249925352065834
NA19213	Yoruba	1000G	1	NA19213_H2	-111.92377135498648	10.186887518820537
NA19214	Yoruba	1000G	0	NA19214_H1	-112.93875182337572	11.281767393057155
NA19214	Yoruba	1000G	1	NA19214_H2	-112.5360357927631	10.338886229478941
NA19222	Yoruba	1000G	0	NA19222_H1	-113.21306812743387	12.034334868526788
NA19222	Yoruba	1000G	1	NA19222_H2	-112.92997200055547	9.565951756208701
NA19223	Yoruba	1000G	0	NA19223_H1	-112.73309994437824	10.129565850192858
NA19223	Yoruba	1000G	1	NA19223_H2	-113.03390972441409	12.11315544944068
NA19235	Yoruba	1000G	0	NA19235_H1	-112.39070629852381	10.207546447400365
NA19235	Yoruba	1000G	1	NA19235_H2	-113.94517382282723	10.367957877707216
NA19236	Yoruba	1000G	0	NA19236_H1	-113.85334217464174	10.097206131336637
NA19236	Yoruba	1000G	1	NA19236_H2	-112.32909212000231	10.905043253118297
NA19247	Yoruba	1000G	0	NA19247_H1	-111.51197723778569	9.740962172159502
NA19247	Yoruba	1000G	1	NA19247_H2	-111.70359873914163	10.697833016308476
NA19248	Yoruba	1000G	0	NA19248_H1	-111.90275772053886	9.912021692178175
NA19248	Yoruba	1000G	1	NA19248_H2	-114.16751743868772	9.998628044952465
NA19256	Yoruba	1000G	0	NA19256_H1	-111.03577348336344	11.534871930988484
NA19256	Yoruba	1000G	1	NA19256_H2	-112.93613523832863	10.920552037834636
NA19257	Yoruba	1000G	0	NA19257_H1	-113.8654263512864	11.407869831699255
NA19257	Yoruba	1000G	1	NA19257_H2	-111.5009680334698	10.165597875057667
NA19309	Luhya	1000G	0	NA19309_H1	-103.3547850038502	6.4427504992590094
NA19309	Luhya	1000G	1	NA19309_H2	-103.82027096270559	7.971367677504201
NA19312	Luhya	1000G	0	NA19312_H1	-104.71998691791458	8.303937846069676
NA19312	Luhya	1000G	1	NA19312_H2	-103.82638397891341	7.02816854371115
NA19315	Luhya	1000G	0	NA19315_H1	-100.8013195436715	7.006605460071466
NA19315	Luhya	1000G	1	NA19315_H2	-101.34544104410321	5.807141838867491
NA19318	Luhya	1000G	0	NA19318_H1	-104.01163653462112	7.880254126769703
NA19318	Luhya	1000G	1	NA19318_H2	-104.9973585602568	7.800326490792795
NA19320	Luhya	1000G	0	NA19320_H1	-104.5375626767077	7.443032077159717
NA19320	Luhya	1000G	1	NA19320_H2	-102.5291901966796	7.796196713863022
NA19321	Luhya	1000G	0	NA19321_H1	-103.26297925327225	8.113417690059979
NA19321	Luhya	1000G	1	NA19321_H2	-103.06114805579472	8.398925329873212
NA19323	Luhya	1000G	0	NA19323_H1	-100.95688348115957	6.489386265204022
NA19323	Luhya	1000G	1	NA19323_H2	-100.2011814542004	5.954293509453649
NA19327	Luhya	1000G	0	NA19327_H1	-99.71539423840971	6.11459665717344
NA19327	Luhya	1000G	1	NA19327_H2	-99.45431952359738	5.343774712321011
NA19331	Luhya	1000G	0	NA19331_H1	-103.47356773317713	6.591983824170445
NA19331	Luhya	1000G	1	NA19331_H2	-102.4568050279066	7.855313497180813
NA19346	Luhya	1000G	0	NA19346_H1	-103.46507125320383	9.151208746234307
NA19346	Luhya	1000G	1	NA19346_H2	-104.46803696633921	7.64075737469452
NA19347	Luhya	1000G	0	NA19347_H1	-103.25829905354945	7.950501030140639
NA19347	Luhya	1000G	1	NA19347_H2	-102.66933723306292	7.176478570177341
NA19350	Luhya	1000G	0	NA19350_H1	-101.9789381487931	7.646886985476069
NA19350	Luhya	1000G	1	NA19350_H2	-103.90843094167005	7.819455456807834
NA19351	Luhya	1000G	0	NA19351_H1	-104.24696009026911	7.760508896964719
NA19351	Luhya	1000G	1	NA19351_H2	-104.50592845099328	9.06133488740387
NA19355	Luhya	1000G	0	NA19355_H1	-102.96637905468478	7.1741805917017025
NA19355	Luhya	1000G	1	NA19355_H2	-102.54280030829227	7.522863804292893
NA19360	Luhya	1000G	0	NA19360_H1	-103.45754036816047	8.199971714064805
NA19360	Luhya	1000G	1	NA19360_H2	-103.58146572569581	7.3031313317034225
NA19372	Luhya	1000G	0	NA19372_H1	-105.83276743979366	8.40036929474228
NA19372	Luhya	1000G	1	NA19372_H2	-104.21105486934431	7.485350080211074
NA19375	Luhya	1000G	0	NA19375_H1	-103.51861945121607	7.085137935599324
NA19375	Luhya	1000G	1	NA19375_H2	-102.18802514717171	6.818789990293791
NA19377	Luhya	1000G	0	NA19377_H1	-104.76192945739174	7.25452647019058
NA19377	Luhya	1000G	1	NA19377_H2	-103.74539844990727	7.249301244060877
NA19378	Luhya	1000G	0	NA19378_H1	-102.85091428830921	7.76644148936278
NA19378	Luhya	1000G	1	NA19378_H2	-103.69253711381123	7.466524000658676
NA19379	Luhya	1000G	0	NA19379_H1	-103.89906760303037	6.628733989130293
NA19379	Luhya	1000G	1	NA19379_H2	-105.01618622751019	7.558863142092971
NA19380	Luhya	1000G	0	NA19380_H1	-100.9629202465	7.53693907609264
NA19380	Luhya	1000G	1	NA19380_H2	-100.80664460975154	7.729382519131445
NA19384	Luhya	1000G	0	NA19384_H1	-107.49005381341865	8.151225836754424
NA19384	Luhya	1000G	1	NA19384_H2	-107.23608306340563	8.636878868254069
NA19385	Luhya	1000G	0	NA19385_H1	-101.5070665624716	7.227617697168586
NA19385	Luhya	1000G	1	NA19385_H2	-102.4284945170057	7.011749705005148
NA19393	Luhya	1000G	0	NA19393_H1	-102.549869202177	6.849685635315556
NA19393	Luhya	1000G	1	NA19393_H2	-104.13815225317046	8.145448847956207
NA19394	Luhya	1000G	0	NA19394_H1	-103.59568187308963	7.677712763117359
NA19394	Luhya	1000G	1	NA19394_H2	-103.59519447841663	6.809069602744504
NA19397	Luhya	1000G	0	NA19397_H1	-105.0137561167113	8.578889952888876
NA19397	Luhya	1000G	1	NA19397_H2	-105.14386080565842	8.102147357636102
NA19399	Luhya	1000G	0	NA19399_H1	-106.51760124877256	7.835906026098716
NA19399	Luhya	1000G	1	NA19399_H2	-106.6629876529164	8.59875428308425
NA19401	Luhya	1000G	0	NA19401_H1	-100.32284582581872	6.903030044667279
NA19401	Luhya	1000G	1	NA19401_H2	-102.55674285039845	8.108730326306475
NA19403	Luhya	1000G	0	NA19403_H1	-99.73312872200356	5.950394350668194
NA19403	Luhya	1000G	1	NA19403_H2	-101.51696835889058	5.894624860904202
NA19404	Luhya	1000G	0	NA19404_H1	-103.17522456881807	8.382129244754555
NA19404	Luhya	1000G	1	NA19404_H2	-104.59968435805533	7.807903617768726
NA19428	Luhya	1000G	0	NA19428_H1	-103.34904682147365	5.674990511388028
NA19428	Luhya	1000G	1	NA19428_H2	-104.33613010156031	8.834837148737538
NA19429	Luhya	1000G	0	NA19429_H1	-102.34462976547402	8.319955994244776
NA19429	Luhya	1000G	1	NA19429_H2	-104.46033597278301	8.381230633490151
NA19431	Luhya	1000G	0	NA19431_H1	-105.93387955406328	8.16605880057153
NA19431	Luhya	1000G	1	NA19431_H2	-104.67199678977784	8.276798989583245
NA19434	Luhya	1000G	0	NA19434_H1	-103.75749882504044	7.8553571134436275
NA19434	Luhya	1000G	1	NA19434_H2	-102.0538154962803	7.431136905047001
NA19435	Luhya	1000G	0	NA19435_H1	-102.55661456852465	6.856786354530524
NA19435	Luhya	1000G	1	NA19435_H2	-100.49067540606839	7.07821641563412
NA19436	Luhya	1000G	0	NA19436_H1	-103.17877840074337	8.17306757704647
NA19436	Luhya	1000G	1	NA19436_H2	-104.02806875862524	7.920799954897856
NA19437	Luhya	1000G	0	NA19437_H1	-100.22652817445882	7.919055229093932
NA19437	Luhya	1000G	1	NA19437_H2	-99.07837016776512	4.905541601127123
NA19438	Luhya	1000G	0	NA19438_H1	-104.99012753679901	7.8095617210741
NA19438	Luhya	1000G	1	NA19438_H2	-105.10778500460282	8.9986878521559
NA19439	Luhya	1000G	0	NA19439_H1	-103.72053198367638	8.457110171724626
NA19439	Luhya	1000G	1	NA19439_H2	-103.98388511880734	7.389313284833218
NA19440	Luhya	1000G	0	NA19440_H1	-104.47524837367502	7.6657357018965975
NA19440	Luhya	1000G	1	NA19440_H2	-101.979370820361	6.971203157873358
NA19445	Luhya	1000G	0	NA19445_H1	-104.91625773968497	9.282073402884262
NA19445	Luhya	1000G	1	NA19445_H2	-102.30667650094946	6.308765946802076
NA19446	Luhya	1000G	0	NA19446_H1	-105.13153229362615	6.804331856880989
NA19446	Luhya	1000G	1	NA19446_H2	-103.76242926640552	6.890012847469851
NA19451	Luhya	1000G	0	NA19451_H1	-104.39589148601706	8.09601832256644
NA19451	Luhya	1000G	1	NA19451_H2	-104.75118715561754	7.102215747133922
NA19454	Luhya	1000G	0	NA19454_H1	-103.4251493347042	7.599439548811819
NA19454	Luhya	1000G	1	NA19454_H2	-104.01051293652432	7.285417955736573
NA19455	Luhya	1000G	0	NA19455_H1	-101.56850139216343	7.689138122084774
NA19455	Luhya	1000G	1	NA19455_H2	-104.35119643632797	7.879104035049554
NA19456	Luhya	1000G	0	NA19456_H1	-103.58824317705785	8.52486135497298
NA19456	Luhya	1000G	1	NA19456_H2	-103.99504210228508	7.899434155442588
NA19457	Luhya	1000G	0	NA19457_H1	-103.53673756343295	7.7546905636776025
NA19457	Luhya	1000G	1	NA19457_H2	-103.72085087777754	7.533624770782797
NA19461	Luhya	1000G	0	NA19461_H1	-104.65120168556024	6.692408597871879
NA19461	Luhya	1000G	1	NA19461_H2	-102.27219676092716	7.348965532251409
NA19462	Luhya	1000G	0	NA19462_H1	-107.24865353784017	8.516563143009169
NA19462	Luhya	1000G	1	NA19462_H2	-105.21933196680055	8.8928430127466
NA19463	Luhya	1000G	0	NA19463_H1	-101.9816921633263	6.43385780307349
NA19463	Luhya	1000G	1	NA19463_H2	-101.29283095030945	7.388172209977146
NA19466	Luhya	1000G	0	NA19466_H1	-102.01069715269722	8.2511619966352
NA19466	Luhya	1000G	1	NA19466_H2	-101.89133056670082	6.62402226253349
NA19467	Luhya	1000G	0	NA19467_H1	-100.56061684360586	6.291431089972104
NA19467	Luhya	1000G	1	NA19467_H2	-102.10061041784462	6.677984709096275
NA19473	Luhya	1000G	0	NA19473_H1	-102.60459131544775	7.2799237353842265
NA19473	Luhya	1000G	1	NA19473_H2	-101.70455908129244	7.151004105945038
NA19728	Mexican-American	1000G	0	NA19728_H1	40.4628578435316	18.1126406881063
NA19728	Mexican-American	1000G	1	NA19728_H2	40.98257450595406	19.331535271078753
NA19729	Mexican-American	1000G	0	NA19729_H1	40.33715380209039	15.782485037898521
NA19729	Mexican-American	1000G	1	NA19729_H2	38.26733505544708	18.344414813318824
NA19731	Mexican-American	1000G	0	NA19731_H1	42.00135437279041	21.591512095095727
NA19731	Mexican-American	1000G	1	NA19731_H2	40.56630435381258	21.59793410979894
NA19732	Mexican-American	1000G	0	NA19732_H1	41.32874435235844	21.627778572792497
NA19732	Mexican-American	1000G	1	NA19732_H2	41.58979464477394	19.83796678209269
NA20502	Tuscan	1000G	0	NA20502_H1	26.664191484929695	-63.38948599319954
NA20502	Tuscan	1000G	1	NA20502_H2	27.14319820065201	-63.977013413438925
NA20504	Tuscan	1000G	0	NA20504_H1	28.424458661248117	-61.37074014964354
NA20504	Tuscan	1000G	1	NA20504_H2	27.159838686390493	-62.67370099615535
NA20505	Tuscan	1000G	0	NA20505_H1	26.45446168143858	-63.47524491586593
NA20505	Tuscan	1000G	1	NA20505_H2	24.866446456690603	-64.82901254700043
NA20507	Tuscan	1000G	0	NA20507_H1	26.798348355308363	-63.510457385773705
NA20507	Tuscan	1000G	1	NA20507_H2	25.78307933936493	-63.05002329896878
NA20508	Tuscan	1000G	0	NA20508_H1	26.536944312939482	-64.6172457036016
NA20508	Tuscan	1000G	1	NA20508_H2	25.966793959350596	-62.99226644152937
NA20509	Tuscan	1000G	0	NA20509_H1	25.794853477993215	-63.787366693923914
NA20509	Tuscan	1000G	1	NA20509_H2	26.464155357713224	-62.092427287098374
NA20510	Tuscan	1000G	0	NA20510_H1	26.98215209579181	-61.853440165021155
NA20510	Tuscan	1000G	1	NA20510_H2	26.9251145662815	-63.154357571170294
NA20511	Tuscan	1000G	0	NA20511_H1	27.118558118574896	-63.98184659226614
NA20511	Tuscan	1000G	1	NA20511_H2	26.489254086923417	-61.93980404896941
NA20512	Tuscan	1000G	0	NA20512_H1	26.874168161030653	-63.11575551632825
NA20512	Tuscan	1000G	1	NA20512_H2	27.82146902089115	-63.50423390972813
NA20513	Tuscan	1000G	0	NA20513_H1	26.586010701267327	-62.50063632570688
NA20513	Tuscan	1000G	1	NA20513_H2	26.042226353425363	-62.4799098599249
NA20514	Tuscan	1000G	0	NA20514_H1	26.559063045091108	-62.812800633859325
NA20514	Tuscan	1000G	1	NA20514_H2	27.082769537848087	-63.102099799395134
NA20515	Tuscan	1000G	0	NA20515_H1	28.550317470463966	-64.04527770440214
NA20515	Tuscan	1000G	1	NA20515_H2	26.534596753080002	-63.654297078282625
NA20516	Tuscan	1000G	0	NA20516_H1	28.106558548245246	-63.803913258947176
NA20516	Tuscan	1000G	1	NA20516_H2	27.074774411316625	-60.62919862131234
NA20517	Tuscan	1000G	0	NA20517_H1	27.67497814847634	-64.06282473740981
NA20517	Tuscan	1000G	1	NA20517_H2	25.38050145503724	-62.78115631726176
NA20518	Tuscan	1000G	0	NA20518_H1	26.533649552333145	-64.14091384740378
NA20518	Tuscan	1000G	1	NA20518_H2	26.886676650290696	-64.27257404898106
NA20519	Tuscan	1000G	0	NA20519_H1	25.77016156341648	-64.68180866981939
NA20519	Tuscan	1000G	1	NA20519_H2	26.155338809563432	-62.81364437867934
NA20520	Tuscan	1000G	0	NA20520_H1	26.602003035285264	-63.22120261629979
NA20520	Tuscan	1000G	1	NA20520_H2	25.64100473207376	-62.43250712416554
NA20521	Tuscan	1000G	0	NA20521_H1	26.56407301095458	-62.095058743284284
NA20521	Tuscan	1000G	1	NA20521_H2	24.839683059043566	-65.81024362656689
NA20522	Tuscan	1000G	0	NA20522_H1	26.224724419905755	-62.08137938834551
NA20522	Tuscan	1000G	1	NA20522_H2	26.950185398412607	-64.40609379809258
NA20524	Tuscan	1000G	0	NA20524_H1	28.439985215953264	-63.53903610955338
NA20524	Tuscan	1000G	1	NA20524_H2	26.54895049701642	-63.17432241601722
NA20525	Tuscan	1000G	0	NA20525_H1	25.659481192342447	-63.37982816106559
NA20525	Tuscan	1000G	1	NA20525_H2	26.14124711197156	-63.878069084460066
NA20527	Tuscan	1000G	0	NA20527_H1	27.473092314096334	-61.98430936403915
NA20527	Tuscan	1000G	1	NA20527_H2	26.273683953691638	-63.43229045823209
NA20528	Tuscan	1000G	0	NA20528_H1	26.7896557904026	-62.398306481851776
NA20528	Tuscan	1000G	1	NA20528_H2	26.04209719068038	-61.97345309058203
NA20529	Tuscan	1000G	0	NA20529_H1	26.83598745941086	-61.274760209222976
NA20529	Tuscan	1000G	1	NA20529_H2	25.89614840400467	-64.40250658000853
NA20531	Tuscan	1000G	0	NA20531_H1	27.19185877514876	-63.8790841750463
NA20531	Tuscan	1000G	1	NA20531_H2	25.77673648863763	-62.715099790391605
NA20532	Tuscan	1000G	0	NA20532_H1	25.707105205561447	-63.16563238437716
NA20532	Tuscan	1000G	1	NA20532_H2	26.923496459358446	-63.11981807624328
NA20534	Tuscan	1000G	0	NA20534_H1	26.539849275380995	-63.360911566667966
NA20534	Tuscan	1000G	1	NA20534_H2	27.360729370287125	-63.14989993085166
NA20535	Tuscan	1000G	0	NA20535_H1	26.38549735701931	-63.60009282428021
NA20535	Tuscan	1000G	1	NA20535_H2	26.622217102789953	-64.45932625353802
NA20538	Tuscan	1000G	0	NA20538_H1	25.94954584416712	-62.256563051197105
NA20538	Tuscan	1000G	1	NA20538_H2	26.023724110261277	-64.20426866761983
